du-id,measTimeStampRf,nrCellIdentity,throughput,x,y,availPrbDl,availPrbUl,measPeriodPrb,pdcpBytesUl,pdcpBytesDl,measPeriodPdcpBytes
1002,2021-06-11T05:40:32.630,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.630,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.630,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.630,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,83.03099026484445,83.03099026484445,10.0
1003,2021-06-11T05:40:32.630,c3/N77,0.2,-139.0,-1109.0,222,222,10,43.00800000000002,43.00800000000002,10.0
1004,2021-06-11T05:40:32.630,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.630,c4/B13,0.25,832.0,-555.0,26,26,10,51.20000000000001,51.20000000000001,10.0
1004,2021-06-11T05:40:32.630,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.630,c5/B2,0.25,832.0,555.0,36,36,10,53.76000000000001,53.76000000000001,10.0
1005,2021-06-11T05:40:32.630,c5/B13,0.346916473224891,832.0,555.0,1,1,10,74.60083668271356,74.60083668271356,10.0
1005,2021-06-11T05:40:32.630,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.630,c6/B2,0.332533468507925,0.0,1109.0,0,0,10,71.50722009200177,71.50722009200177,10.0
1006,2021-06-11T05:40:32.630,c6/B13,0.392579513171429,0.0,1109.0,0,0,10,84.42037302038518,84.42037302038518,10.0
1006,2021-06-11T05:40:32.630,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.630,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.630,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.630,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.630,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.630,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.630,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.630,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.630,c9/B13,0.1,-1941.0,-1109.0,66,66,10,21.50400000000001,21.50400000000001,10.0
1009,2021-06-11T05:40:32.630,c9/N77,0.1,-1941.0,-1109.0,247,247,10,21.50400000000001,21.50400000000001,10.0
1010,2021-06-11T05:40:32.630,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.630,c10/B13,0.2,-1109.0,-1664.0,38,38,10,43.00800000000002,43.00800000000002,10.0
1010,2021-06-11T05:40:32.630,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.630,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.630,c11/B13,0.25,0.0,-2219.0,33,33,10,51.20000000000001,51.20000000000001,10.0
1011,2021-06-11T05:40:32.630,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.630,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.630,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.630,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.630,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.630,c13/B13,0.328734259426492,1664.0,-1109.0,1,1,10,70.65949619291305,70.65949619291305,10.0
1013,2021-06-11T05:40:32.630,c13/N77,0.3,1664.0,-1109.0,196,196,10,64.51200000000003,64.51200000000003,10.0
1001,2021-06-11T05:40:32.640,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.640,c1/B13,0.364023305396427,0.0,0.0,1,1,10,81.95330303771603,81.95330303771603,10.0
1001,2021-06-11T05:40:32.640,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.640,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.640,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.640,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.640,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.640,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,86.98484694412275,86.98484694412275,10.0
1003,2021-06-11T05:40:32.640,c3/N77,0.2,-139.0,-1109.0,222,222,10,45.056000000000026,45.056000000000026,10.0
1004,2021-06-11T05:40:32.640,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.640,c4/B13,0.25,832.0,-555.0,26,26,10,53.76000000000001,53.76000000000001,10.0
1004,2021-06-11T05:40:32.640,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.640,c5/B2,0.25,832.0,555.0,36,36,10,56.320000000000014,56.320000000000014,10.0
1005,2021-06-11T05:40:32.640,c5/B13,0.346916511174003,832.0,555.0,1,1,10,78.15326175713535,78.15326175713535,10.0
1005,2021-06-11T05:40:32.640,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.640,c6/B2,0.332533829823787,0.0,1109.0,0,0,10,74.91236650939736,74.91236650939736,10.0
1006,2021-06-11T05:40:32.640,c6/B13,0.392579478517711,0.0,1109.0,0,0,10,88.44038688040655,88.44038688040655,10.0
1006,2021-06-11T05:40:32.640,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.640,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.640,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.640,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.640,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.640,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.640,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.640,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.640,c9/B13,0.1,-1941.0,-1109.0,66,66,10,22.528000000000013,22.528000000000013,10.0
1009,2021-06-11T05:40:32.640,c9/N77,0.1,-1941.0,-1109.0,247,247,10,22.528000000000013,22.528000000000013,10.0
1010,2021-06-11T05:40:32.640,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.640,c10/B13,0.2,-1109.0,-1664.0,38,38,10,45.056000000000026,45.056000000000026,10.0
1010,2021-06-11T05:40:32.640,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.640,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.640,c11/B13,0.25,0.0,-2219.0,33,33,10,53.76000000000001,53.76000000000001,10.0
1011,2021-06-11T05:40:32.640,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.640,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.640,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.640,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.640,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.640,c13/B13,0.328748933107742,1664.0,-1109.0,1,1,10,74.02588526793633,74.02588526793633,10.0
1013,2021-06-11T05:40:32.640,c13/N77,0.3,1664.0,-1109.0,196,196,10,67.58400000000003,67.58400000000003,10.0
1001,2021-06-11T05:40:32.650,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.650,c1/B13,0.36404616702251,0.0,0.0,1,1,10,85.68113578802654,85.68113578802654,10.0
1001,2021-06-11T05:40:32.650,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.650,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.650,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.650,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.650,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.650,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,90.93870362340104,90.93870362340104,10.0
1003,2021-06-11T05:40:32.650,c3/N77,0.2,-139.0,-1109.0,222,222,10,47.10400000000003,47.10400000000003,10.0
1004,2021-06-11T05:40:32.650,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.650,c4/B13,0.25,832.0,-555.0,26,26,10,56.320000000000014,56.320000000000014,10.0
1004,2021-06-11T05:40:32.650,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.650,c5/B2,0.25,832.0,555.0,36,36,10,58.88000000000002,58.88000000000002,10.0
1005,2021-06-11T05:40:32.650,c5/B13,0.346916549115897,832.0,555.0,1,1,10,81.70568722008215,81.70568722008215,10.0
1005,2021-06-11T05:40:32.650,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.650,c6/B2,0.332534191139503,0.0,1109.0,0,0,10,78.31751662666588,78.31751662666588,10.0
1006,2021-06-11T05:40:32.650,c6/B13,0.392579443863272,0.0,1109.0,0,0,10,92.46040038556646,92.46040038556646,10.0
1006,2021-06-11T05:40:32.650,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.650,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.650,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.650,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.650,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.650,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.650,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.650,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.650,c9/B13,0.1,-1941.0,-1109.0,66,66,10,23.55200000000001,23.55200000000001,10.0
1009,2021-06-11T05:40:32.650,c9/N77,0.1,-1941.0,-1109.0,247,247,10,23.55200000000001,23.55200000000001,10.0
1010,2021-06-11T05:40:32.650,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.650,c10/B13,0.2,-1109.0,-1664.0,38,38,10,47.10400000000003,47.10400000000003,10.0
1010,2021-06-11T05:40:32.650,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.650,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.650,c11/B13,0.25,0.0,-2219.0,33,33,10,56.320000000000014,56.320000000000014,10.0
1011,2021-06-11T05:40:32.650,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.650,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.650,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.650,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.650,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.650,c13/B13,0.328763609033187,1664.0,-1109.0,1,1,10,77.39242462443616,77.39242462443616,10.0
1013,2021-06-11T05:40:32.650,c13/N77,0.3,1664.0,-1109.0,196,196,10,70.65600000000003,70.65600000000003,10.0
1001,2021-06-11T05:40:32.660,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.660,c1/B13,0.364069040331051,0.0,0.0,1,1,10,89.4092027610165,89.4092027610165,10.0
1001,2021-06-11T05:40:32.660,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.660,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.660,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.660,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.660,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.660,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,94.89256030267936,94.89256030267936,10.0
1003,2021-06-11T05:40:32.660,c3/N77,0.2,-139.0,-1109.0,222,222,10,49.15200000000003,49.15200000000003,10.0
1004,2021-06-11T05:40:32.660,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.660,c4/B13,0.25,832.0,-555.0,26,26,10,58.88000000000002,58.88000000000002,10.0
1004,2021-06-11T05:40:32.660,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.660,c5/B2,0.25,832.0,555.0,36,36,10,61.44000000000002,61.44000000000002,10.0
1005,2021-06-11T05:40:32.660,c5/B13,0.346916587050575,832.0,555.0,1,1,10,85.25811307148005,85.25811307148005,10.0
1005,2021-06-11T05:40:32.660,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.660,c6/B2,0.332534552455073,0.0,1109.0,0,0,10,81.72267044380582,81.72267044380582,10.0
1006,2021-06-11T05:40:32.660,c6/B13,0.392579409208114,0.0,1109.0,0,0,10,96.48041353585756,96.48041353585756,10.0
1006,2021-06-11T05:40:32.660,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.660,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.660,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.660,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.660,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.660,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.660,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.660,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.660,c9/B13,0.1,-1941.0,-1109.0,66,66,10,24.57600000000001,24.57600000000001,10.0
1009,2021-06-11T05:40:32.660,c9/N77,0.1,-1941.0,-1109.0,247,247,10,24.57600000000001,24.57600000000001,10.0
1010,2021-06-11T05:40:32.660,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.660,c10/B13,0.2,-1109.0,-1664.0,38,38,10,49.15200000000003,49.15200000000003,10.0
1010,2021-06-11T05:40:32.660,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.660,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.660,c11/B13,0.25,0.0,-2219.0,33,33,10,58.88000000000002,58.88000000000002,10.0
1011,2021-06-11T05:40:32.660,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.660,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.660,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.660,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.660,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.660,c13/B13,0.328778287203489,1664.0,-1109.0,1,1,10,80.75911428539989,80.75911428539989,10.0
1013,2021-06-11T05:40:32.660,c13/N77,0.3,1664.0,-1109.0,196,196,10,73.72800000000004,73.72800000000004,10.0
1001,2021-06-11T05:40:32.670,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.670,c1/B13,0.364091925333709,0.0,0.0,1,1,10,93.13750407643369,93.13750407643369,10.0
1001,2021-06-11T05:40:32.670,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.670,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.670,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.670,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.670,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.670,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,98.84641698195766,98.84641698195766,10.0
1003,2021-06-11T05:40:32.670,c3/N77,0.2,-139.0,-1109.0,222,222,10,51.20000000000003,51.20000000000003,10.0
1004,2021-06-11T05:40:32.670,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.670,c4/B13,0.25,832.0,-555.0,26,26,10,61.44000000000002,61.44000000000002,10.0
1004,2021-06-11T05:40:32.670,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.670,c5/B2,0.25,832.0,555.0,36,36,10,64.00000000000001,64.00000000000001,10.0
1005,2021-06-11T05:40:32.670,c5/B13,0.346916624978036,832.0,555.0,1,1,10,88.81053931125514,88.81053931125514,10.0
1005,2021-06-11T05:40:32.670,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.670,c6/B2,0.332534913770496,0.0,1109.0,0,0,10,85.12782796081571,85.12782796081571,10.0
1006,2021-06-11T05:40:32.670,c6/B13,0.392579374552236,0.0,1109.0,0,0,10,100.50042633127244,100.50042633127244,10.0
1006,2021-06-11T05:40:32.670,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.670,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.670,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.670,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.670,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.670,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.670,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.670,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.670,c9/B13,0.1,-1941.0,-1109.0,66,66,10,25.600000000000016,25.600000000000016,10.0
1009,2021-06-11T05:40:32.670,c9/N77,0.1,-1941.0,-1109.0,247,247,10,25.600000000000016,25.600000000000016,10.0
1010,2021-06-11T05:40:32.670,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.670,c10/B13,0.2,-1109.0,-1664.0,38,38,10,51.20000000000003,51.20000000000003,10.0
1010,2021-06-11T05:40:32.670,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.670,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.670,c11/B13,0.25,0.0,-2219.0,33,33,10,61.44000000000002,61.44000000000002,10.0
1011,2021-06-11T05:40:32.670,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.670,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.670,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.670,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.670,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.670,c13/B13,0.328792967619312,1664.0,-1109.0,1,1,10,84.12595427382165,84.12595427382165,10.0
1013,2021-06-11T05:40:32.670,c13/N77,0.3,1664.0,-1109.0,196,196,10,76.80000000000004,76.80000000000004,10.0
1001,2021-06-11T05:40:32.680,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.680,c1/B13,0.364114822042157,0.0,0.0,1,1,10,96.86603985414538,96.86603985414538,10.0
1001,2021-06-11T05:40:32.680,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.680,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.680,c2/B13,0.0,-832.0,-555.0,91,91,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.680,c2/N77,0.0,-832.0,-555.0,273,273,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.680,c3/B2,0.0,-139.0,-1109.0,120,120,10,0.0,0.0,10.0
1003,2021-06-11T05:40:32.680,c3/B13,0.386118816335772,-139.0,-1109.0,0,0,10,102.80027366123596,102.80027366123596,10.0
1003,2021-06-11T05:40:32.680,c3/N77,0.2,-139.0,-1109.0,222,222,10,53.24800000000003,53.24800000000003,10.0
1004,2021-06-11T05:40:32.680,c4/B2,0.0,832.0,-555.0,120,120,10,2.56,2.56,10.0
1004,2021-06-11T05:40:32.680,c4/B13,0.25,832.0,-555.0,26,26,10,64.00000000000001,64.00000000000001,10.0
1004,2021-06-11T05:40:32.680,c4/N77,0.0,832.0,-555.0,273,273,10,0.0,0.0,10.0
1005,2021-06-11T05:40:32.680,c5/B2,0.25,832.0,555.0,36,36,10,66.56000000000002,66.56000000000002,10.0
1005,2021-06-11T05:40:32.680,c5/B13,0.346916662898279,832.0,555.0,1,1,10,92.36296593933352,92.36296593933352,10.0
1005,2021-06-11T05:40:32.680,c5/N77,0.0,832.0,555.0,273,273,10,0.0,0.0,10.0
1006,2021-06-11T05:40:32.680,c6/B2,0.332535275085773,0.0,1109.0,0,0,10,88.53298917769403,88.53298917769403,10.0
1006,2021-06-11T05:40:32.680,c6/B13,0.392579339895637,0.0,1109.0,0,0,10,104.52043877180378,104.52043877180378,10.0
1006,2021-06-11T05:40:32.680,c6/N77,0.0,0.0,1109.0,273,273,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.680,c7/B2,0.0,-832.0,555.0,120,120,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.680,c7/B13,0.0,-832.0,555.0,91,91,10,0.0,0.0,10.0
1007,2021-06-11T05:40:32.680,c7/N77,0.0,-832.0,555.0,273,273,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.680,c8/B2,0.0,-1664.0,0.0,120,120,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.680,c8/B13,0.0,-1664.0,0.0,91,91,10,0.0,0.0,10.0
1008,2021-06-11T05:40:32.680,c8/N77,0.0,-1664.0,0.0,273,273,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.680,c9/B2,0.0,-1941.0,-1109.0,120,120,10,0.0,0.0,10.0
1009,2021-06-11T05:40:32.680,c9/B13,0.1,-1941.0,-1109.0,66,66,10,26.624000000000017,26.624000000000017,10.0
1009,2021-06-11T05:40:32.680,c9/N77,0.1,-1941.0,-1109.0,247,247,10,26.624000000000017,26.624000000000017,10.0
1010,2021-06-11T05:40:32.680,c10/B2,0.0,-1109.0,-1664.0,120,120,10,0.0,0.0,10.0
1010,2021-06-11T05:40:32.680,c10/B13,0.2,-1109.0,-1664.0,38,38,10,53.24800000000003,53.24800000000003,10.0
1010,2021-06-11T05:40:32.680,c10/N77,0.0,-1109.0,-1664.0,273,273,10,0.0,0.0,10.0
1011,2021-06-11T05:40:32.680,c11/B2,0.0,0.0,-2219.0,120,120,10,2.56,2.56,10.0
1011,2021-06-11T05:40:32.680,c11/B13,0.25,0.0,-2219.0,33,33,10,64.00000000000001,64.00000000000001,10.0
1011,2021-06-11T05:40:32.680,c11/N77,0.0,0.0,-2219.0,273,273,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.680,c12/B2,0.0,832.0,-1664.0,120,120,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.680,c12/B13,0.0,832.0,-1664.0,91,91,10,0.0,0.0,10.0
1012,2021-06-11T05:40:32.680,c12/N77,0.0,832.0,-1664.0,273,273,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.680,c13/B2,0.0,1664.0,-1109.0,120,120,10,0.0,0.0,10.0
1013,2021-06-11T05:40:32.680,c13/B13,0.328807650281321,1664.0,-1109.0,1,1,10,87.49294461270239,87.49294461270239,10.0
1013,2021-06-11T05:40:32.680,c13/N77,0.3,1664.0,-1109.0,196,196,10,79.87200000000004,79.87200000000004,10.0
1001,2021-06-11T05:40:32.690,c1/B2,0.0,0.0,0.0,120,120,10,0.0,0.0,10.0
1001,2021-06-11T05:40:32.690,c1/B13,0.36413773046809,0.0,0.0,1,1,10,100.59481021413865,100.59481021413865,10.0
1001,2021-06-11T05:40:32.690,c1/N77,0.0,0.0,0.0,273,273,10,0.0,0.0,10.0
1002,2021-06-11T05:40:32.690,c2/B2,0.0,-832.0,-555.0,120,120,10,0.0,0.0,10.0
